"Group.1","x","y"
"Redman, Mason",187,-18.2
"Ross, Sebastian",187,-16.5
"Sheppard, Brad",187,13.0526315789474
"Sheridan, Tom",187,-4.01234567901235
"Sierakowski, Will",187,22.7142857142857
"Starcevich, Brandon",187,-14
"Steele, Jack",187,-5.74137931034483
"Stiller, Cheynee",187,-32.3333333333333
"Suckling, Matt",187,22
"Sumner, Timmy",187,-7.82352941176471
"Taranto, Tim",187,10.5135135135135
"Townsend, Jacob",187,-18.3617021276596
"Tuohy, Zach",187,-2.35897435897436
"Venables, Daniel",187,22.7857142857143
"Vlastuin, Nick",187,9.39316239316239
"Ward, Callan",187,-13.3269230769231
"Webb, Lukas",187,-0.708333333333333
"Whitfield, Lachie",187,-6.19298245614035
"Williams, Bailey",187,-8.09375
"Wood, Easton",187,-2.99082568807339
"Wrigley, Stephen",187,-60.6666666666667
"Ah Chee, Brendon",188,11.5142857142857
"Atley, Joe",188,26.3333333333333
"Ballard, Jacob",188,-69
"Banfield, Bailey",188,-25.25
"Batchelor, Jake",188,8.47058823529412
"Beech, Jonathon",188,18.3333333333333
"Begley, Josh",188,-8.625
"Bell, Tom",188,-24.3194444444444
"Blakely, Connor",188,-17.1521739130435
"Bonar, Aiden",188,13.5
"Brennan, Jacob",188,14.7857142857143
"Clarke, Raphael",188,19.3333333333333
"Crocker, Ben",188,3.8695652173913
"Crowley, Ryan",188,11.1604938271605
"Davies-Uniacke, Luke",188,-2.85714285714286
"Davies, Marcus",188,-12.75
"Davis, Ryan",188,-16.2380952380952
"Deledio, Brett",188,12.8468468468468
"Doedee, Tom",188,-0.75
"Duffield, Paul",188,17.679012345679
"Duncan, Mitch",188,16.9666666666667
"Ebert, Brad",188,6.40880503144654
"Fritsch, Bayley",188,28.5909090909091
"Gibbs, Bryce",188,-7.9645390070922
"Gwilt, James",188,-26.2
"Hartman, Brad",188,31.8
"Heath, Campbell",188,3.33333333333333
"Henderson, Ricky",188,9.54
"Herbert, Louis",188,-3.33333333333333
"Hewett, George",188,19.3802816901408
"Horlin-Smith, George",188,10.1960784313725
"Jackson, Daniel",188,10.9807692307692
"Jones, Matt",188,-38.0163934426229
"Jong, Lin",188,-3.95081967213115
"Jurrah, Liam",188,-101
"Kennedy, Matthew",188,-9.48387096774194
"Lennon, Ben",188,8.71428571428571
"Lucas, Kane",188,5.1875
"Lumumba, Heritier",188,-1.82954545454545
"Macdonald, Joel",188,-28.6470588235294
"Macmillan, Jamie",188,4.00793650793651
"Markov, Oleg",188,-11.4666666666667
"Mathieson, Rhys",188,-24.9189189189189
"Mattner, Martin",188,26.0322580645161
"Mayne, Chris",188,9.07299270072993
"Membrey, Tim",188,-6.82857142857143
"Mills, Callum",188,19.8545454545455
"Murdoch, Brodie",188,-35.9545454545455
"OBrien, Nick",188,-26.9285714285714
"OKeeffe, Rhys",188,10.5
"Palmer, Jesse",188,-10.6666666666667
"Pitt, Jayden",188,-26.5
"Powell-Pepper, Sam",188,18.7894736842105
"Reid, Sam J",188,-1.66666666666667
"Russell, Jordan",188,0.875
"Shaw, Matt",188,-23.9887640449438
"Shenton, Cameron",188,-35.3333333333333
"Shipley, Nick",188,-13.5
"Smith, Isaac",188,22.6242424242424
"Stephenson, Jaidyn",188,15.64
"Vandenberg, Aaron",188,-7.88235294117647
"Waters, Beau",188,17.4444444444444
"Webster, Jimmy",188,-19.8352941176471
"Whiley, Mark",188,-40.7619047619048
"White, Brandon",188,-13.2
"White, Mitch",188,-3.25
"Wilson, Blayne",188,-5.77777777777778
"Wilson, Patrick",188,-56
"Winderlich, Jason",188,2.29032258064516
"Witherden, Alex",188,-16.0666666666667
"Wright, Sam",188,8.95
"Ziebell, Jack",188,2.91608391608392
"Anthony, Liam",189,11.1428571428571
"Atley, Shaun",189,5.3
"Aylett, Kurt",189,-45.6666666666667
"Barlow, Michael",189,9.27731092436975
"Blake, Jason",189,12.35
"Broadbent, Matthew",189,5.4921875
"Brodie, Will",189,-54.7272727272727
"Broughton, Greg",189,-9.2280701754386
"Buntine, Matt",189,-2.74
"Dangerfield, Patrick",189,16.8301886792453
"Dawson, Liam",189,-37.0555555555556
"de Boer, Matt",189,17.4666666666667
"de Boer, Matthew",189,10.7058823529412
"Drummond, Josh",189,-0.933333333333333
"Dunell, Sam",189,-16.5833333333333
"Embley, Andrew",189,6.26315789473684
"Firrito, Michael",189,6.41904761904762
"Flanagan, Piers",189,-47.6666666666667
"Forster, Alex",189,-71
"Gibson, Josh",189,25.9105691056911
"Glass, Conor",189,9
"Grover, Antoni",189,38
"Hannan, Mitch",189,15.2647058823529
"Heppell, Dyson",189,-1.84375
"Holman, Nick",189,-42.0322580645161
"Johnson, Steve",189,15.7542372881356
"Jonas, Tom",189,8.01709401709402
"Judd, Chris",189,-6.05263157894737
"Malceski, Nick",189,8.94339622641509
"Marsh, Harrison",189,12.96
"Mayes, Sam",189,-29.8613861386139
"Maynard, Brayden",189,1.97222222222222
"McCarthy, John",189,-24.1428571428571
"McDonald, Luke",189,3.29166666666667
"Menegola, Sam",189,17.9615384615385
"Moore, Andrew",189,-9.5531914893617
"Morabito, Anthony",189,27
"Murray, Sam",189,8.38461538461539
"OHanlon, Brett",189,7.22222222222222
"Patfull, Joel",189,-3.16504854368932
"Rampe, Dane",189,20.4130434782609
"Rohan, Gary",189,20.1022727272727
"Seedsman, Paul",189,13.375
"Selwood, Adam",189,10.1034482758621
"Sheehan, Ciaran",189,-15
"Siposs, Arryn",189,-6.69565217391304
"Skinner, Zephaniah",189,-41.2857142857143
"Smith, Brodie",189,20.3511450381679
"Stevens, Koby",189,-4.96428571428571
"Stevenson, Lewis",189,13
"Stratton, Ben",189,23.0492957746479
"Swift, Tom",189,-17.8333333333333
"Toovey, Alan",189,-0.0138888888888889
"Towers, Dean",189,26.4736842105263
"Tuck, Shane",189,10.5454545454545
"van Unen, Dylan",189,-53
"Wagner, Josh",189,-0.5
"Williamson, Tom",189,-20.3333333333333
"Young, Aaron",189,-4.40816326530612
"Young, Clinton",189,22.0975609756098
"Zurhaar, Cameron",189,-19.5555555555556
"Acres, Blake",190,-13.4285714285714
"Bruce, Cameron",190,-5
"Buckley, Simon",190,33.9230769230769
"Coad, Michael",190,-42.5
"Crameri, Stewart",190,2.35
"Crisp, Jack",190,0.431192660550459
"Dawson, Jordan",190,-8.4
"Dunkley, Josh",190,-2.72093023255814
"Edwards, Shaun",190,-59.375
"Ellis-Yolmen, Cam",190,5.93103448275862
"Fyfe, Nat",190,3.06140350877193
"Grigg, Shaun",190,9.32666666666667
"Hargrave, Ryan",190,-34.3333333333333
"Howe, Jeremy",190,-19.0743243243243
"Kelly, Jake",190,12.2452830188679
"Kennedy, Josh P",190,20.0722891566265
"Kolodjashnij, Kade",190,-20.6923076923077
"Laidler, Jeremy",190,23.6212121212121
"Langdon, Tom",190,4.05063291139241
"Lovett-Murray, Nathan",190,2.75
"McGovern, Mitch",190,24.5833333333333
"McPhee, Adam",190,19.2380952380952
"Menzel, Daniel",190,22.921568627451
"Moore, Kelvin",190,-3.33333333333333
"Morris, Dale",190,-4.10891089108911
"Murdoch, Jordan",190,15.588785046729
"Murphy, Nathan",190,30
"Murphy, Tom",190,7.60714285714286
"Nyhuis, Ryan",190,-25.0833333333333
"Parsons, James",190,8.67741935483871
"Redden, Jack",190,-5.53383458646617
"Rutten, Ben",190,14.0333333333333
"Setterfield, Will",190,-3.5
"Smedts, Billie",190,8.78723404255319
"Spencer, Max",190,-51.875
"Stewart, Tom",190,16.5238095238095
"Vickers-Willis, Ed",190,7.35714285714286
"Walker, Andrew",190,-7.82666666666667
"White, Simon",190,-13.4666666666667
"Williams, Josh",190,-40.5
"Wines, Ollie",190,11.0852713178295
"Yeo, Elliot",190,9.97709923664122
"Allen, Oscar",191,18.5
"Beasley, Hugh",191,-49.1666666666667
"Bonner, Riley",191,14.2173913043478
"Bootsma, Josh",191,4.07142857142857
"Burton, Ryan",191,0.787234042553192
"Cameron, Clay",191,-29.695652173913
"Clayton, Josh",191,-59
"Coffield, Nick",191,-35.9
"Corey, Joel",191,18.3571428571429
"Cornes, Chad",191,-59.4375
"Cutler, Tom",191,-29.7301587301587
"Darling, Jack",191,14.4459459459459
"de Goey, Jordan",191,6.02857142857143
"Dempster, Sean",191,-14.1067961165049
"Fisher, Sam",191,-9.09836065573771
"Garland, Colin",191,-33.1686746987952
"Gleeson, Martin",191,-18.9565217391304
"Goodes, Adam",191,25.6527777777778
"Greenwood, Hugh",191,14.2972972972973
"Gysberts, Jordan",191,42
"Henry, Jack",191,23.2380952380952
"Howe, Daniel",191,14.8
"Hutchins, Jack",191,-5.15384615384615
"Joyce, Jesse",191,-22.7659574468085
"Karnezis, Patrick",191,-15.1428571428571
"Kersten, Shane",191,0.5
"Langford, Kyle",191,-16.4042553191489
"Laverde, Jayden",191,-19.7
"Macrae, Jack",191,-3.8135593220339
"McInnes, Andrew",191,3.17647058823529
"McIntosh, Kamdyn",191,14.6486486486486
"McKenzie, Trent",191,-19.9883720930233
"Myers, David",191,6.65
"OConnor, Mark",191,38.1666666666667
"Pears, Tayte",191,-2.47826086956522
"Pendlebury, Scott",191,5.31543624161074
"Plowman, Lachie",191,-22.5753424657534
"Robertson, Nick",191,-33.8382352941176
"Rosa, Matt",191,0.474747474747475
"Scharenberg, Matt",191,12.5483870967742
"Sier, Brayden",191,19.9090909090909
"Silvagni, Jack",191,-27.3488372093023
"Simpkin, Tom",191,-1.44827586206897
"Steinberg, Ariel",191,-36
"Stewart, Paul",191,0.824561403508772
"Taylor, Jeremy",191,-62.25
"Thurlow, Jackson",191,13.6521739130435
"Tunbridge, Simon",191,-2.3
"Waterman, Jake",191,13.6875
"Watson, Jobe",191,0.0795454545454545
"Willsmore, Dallas",191,-22.5
"Adams, Marcus",192,-0.740740740740741
"Anthony, John",192,-9.25
"Bate, Matthew",192,-35.0833333333333
"Black, Aaron",192,10.375
"Blee, Nathan",192,-23.1666666666667
"Bower, Paul",192,16.1
"Broad, Nathan",192,28.2
"Carlile, Alipate",192,1.89473684210526
"Colledge, Brant",192,2
"Cornelius, Aaron",192,-20.0909090909091
"Davis, Troy",192,-54
"Duman, Taylin",192,-26.3
"Dunn, Lynden",192,-20.0608695652174
"Fields, Tom",192,-36
"Garthwaite, Ryan",192,13
"Gilham, Stephen",192,-39.1428571428571
"Gillies, Tom",192,-25.1428571428571
"Glass, Darren",192,12.6
"Griffen, Ryan",192,-5.35087719298246
"Grima, Nathan",192,8.17391304347826
"Grundy, Heath",192,21.2484848484848
"Hibberd, Mitchell",192,-34
"Jansen, Jarrad",192,-47.625
"Lester, Ryan",192,-22.9561403508772
"Litherland, Angus",192,45.48
"Lynch, Quinten",192,18.6410256410256
"Madgen, Jack",192,22.25
"Maguire, Matt",192,-12.547619047619
"McCarthy, Cam",192,-14.9824561403509
"McCartin, Tom",192,3
"McGuane, Luke",192,1.28571428571429
"McPharlin, Luke",192,16.7647058823529
"Mihocek, Brody",192,20.9333333333333
"Morton, Cale",192,-32.1666666666667
"Mundy, David",192,1.19736842105263
"Otten, Andy",192,18.2153846153846
"Paine, Jackson",192,-28.375
"Pavlich, Matthew",192,7.77319587628866
"Ridley, Jordan",192,-0.666666666666667
"Scarlett, Matthew",192,19.5625
"Silvagni, Alex",192,2.77777777777778
"Smith, Tim",192,32.8333333333333
"Stringer, Jake",192,-0.559633027522936
"Talia, Michael",192,-5.29032258064516
"Tape, Seb",192,-21.962962962963
"Thornton, Bret",192,14.875
"Wills, Rupert",192,13.1666666666667
"Wood, Mason",192,2.48717948717949
"Young, Tom",192,1.03846153846154
"Ambrose, Patrick",193,-12.6567164179104
"Battle, Josh",193,-34.5714285714286
"Berry, Jarrod",193,-19.4594594594595
"Birchall, Grant",193,30.0603448275862
"Bock, Nathan",193,-21.1666666666667
"Bontempelli, Marcus",193,-0.336538461538462
"Bourke, Jordon",193,-39
"Clurey, Tom",193,14.6166666666667
"Cordy, Zaine",193,-6.70833333333333
"Cox, Brennan",193,-30.7692307692308
"Dawes, Chris",193,-19.2328767123288
"Eddy, Brett",193,33.3333333333333
"Fogarty, Darcy",193,-7.9
"Folau, Israel",193,-64.8461538461538
"Francis, Aaron",193,-10.8
"Frawley, James",193,-11.128
"Gardiner, Darcy",193,-27.7073170731707
"Goddard, Brendon",193,-4.71140939597315
"Golds, Tim",193,-41.3333333333333
"Goldsack, Tyson",193,6.12631578947368
"Grant, Jarrad",193,-12.2931034482759
"Grimes, Dylan",193,10.1344537815126
"Gunston, Jack",193,21.8227848101266
"Haynes, Nick",193,-5.45714285714286
"Heatherley, Kurt",193,-5.2
"Hurley, Michael",193,0.15929203539823
"Jamison, Michael",193,-10.6075949367089
"Johnston, Lewis",193,9.75
"Kolodjashnij, Jake",193,17.3913043478261
"Lamb, Tom",193,-10
"Lienert, Jarrod",193,-9.66666666666667
"Logue, Griffin",193,-23.3846153846154
"Lynch, Tom T",193,18.991452991453
"Mackie, Andrew",193,15.8461538461538
"Marchbank, Caleb",193,-25.9714285714286
"Markovic, Lukas",193,-52.8461538461538
"Maxwell, Nick",193,13.3265306122449
"May, Steven",193,-18.780701754386
"Moore, Callum",193,7.75
"OBrien, Tim",193,10.0869565217391
"OShea, Cameron",193,-0.189189189189189
"Oxley, Adam",193,12
"Pedersen, Cameron",193,-17.9848484848485
"Podsiadly, James",193,15.6129032258065
"Richards, Ted",193,23.5714285714286
"Riewoldt, Jack",193,9.16981132075472
"Riewoldt, Nick",193,-10.4786324786325
"Roughead, Jarryd",193,24.9424460431655
"Schulz, Jay",193,5.93406593406593
"Scrimshaw, Jack",193,-42
"Shaw, Sam",193,20.7916666666667
"Tarrant, Chris",193,6.41666666666667
"Thompson, Scott D",193,6.28666666666667
"Walker, Taylor",193,16.1393442622951
"Walsh, Tommy",193,16.6
"Aliir, Aliir",194,11.75
"Allison, Jacob",194,-16.75
"Austin, Mark",194,-13.2758620689655
"Barrass, Tom",194,10.92
"Brown, Jonathan",194,-16.0217391304348
"Collins, Kieran",194,-25
"Collins, Sam",194,-24.8571428571429
"Curnow, Charlie",194,-29.4255319148936
"Delaney, Luke",194,-21.4727272727273
"Everitt, Andrejs",194,-4.28571428571429
"Faulks, Peter",194,-71
"Ferguson, Jackson",194,-68
"Frost, Sam",194,-6.51470588235294
"Gilbert, Sam",194,-1.48979591836735
"Hamling, Joel",194,-7.79365079365079
"Hartigan, Kyle",194,18.0365853658537
"Himmelberg, Harrison",194,48.5
"Himmelberg, Harry",194,12.1666666666667
"Hombsch, Jack",194,5.52040816326531
"Johnson, Alex",194,27.2962962962963
"Joyce, Darragh",194,-17
"Lee, Tom",194,-25.7647058823529
"Maister, Beau",194,7.76190476190476
"Marsh, Jonathon",194,-0.133333333333333
"McCartin, Paddy",194,-24.3714285714286
"McDonald, Tom",194,-14.2237762237762
"Miller, Brad",194,1.4
"Nielson, Dan",194,-32.4285714285714
"Rance, Alex",194,10.9096774193548
"Redpath, Jack",194,7.44444444444444
"Rivers, Jared",194,-8.42424242424242
"Roberton, Dylan",194,-10.2772277227723
"Roberts-Thomson, Lewis",194,26.5161290322581
"Thompson, Luke",194,8.22222222222222
"Tomlinson, Adam",194,-13.0260869565217
"Waite, Jarrad",194,6.88118811881188
"Astbury, David",195,7.67058823529412
"Ballard, Charlie",195,-42
"Brander, Jarrod",195,-15
"Brennan, Jared",195,-23.5625
"Brown, Mitch WC",195,5.47058823529412
"Chaplin, Troy",195,2.09677419354839
"Clarke, Justin",195,-27.375
"Corr, Aidan",195,-9.61333333333333
"Cripps, Patrick",195,-27.9135802469136
"Daw, Majak",195,0.06
"Delaney, Cameron",195,22
"Frost, Jack",195,-4.55357142857143
"Hogan, Jesse",195,0.507042253521127
"Jaksch, Kristian",195,-40.6428571428571
"Johnson, Michael",195,4.05042016806723
"Lake, Brian",195,15.4864864864865
"Lever, Jake",195,27.4626865671642
"Lisle, Jordan",195,-23.3888888888889
"McStay, Daniel",195,-25.3037974683544
"Melican, Lewis",195,26.65
"Merrett, Daniel",195,-21.7931034482759
"Naughton, Aaron",195,-15.7777777777778
"Paparone, Marco",195,-36.2
"Post, Jayden",195,11.125
"Richards, Xavier",195,28.3333333333333
"Schoenmakers, Ryan",195,28.4767441860465
"Smith, Josh",195,0.28125
"Spangher, Matthew",195,48.2083333333333
"Taylor, Harry",195,15.5547945205479
"Warnock, Matthew",195,-33.5
"Watson, Matthew",195,-17
"Watts, Jack",195,-18.3712121212121
"Weideman, Sam",195,5
"Weitering, Jacob",195,-25.3571428571429
"Austin, Logan",196,-2.2
"Boumann, Jarrad",196,28.5
"Brown, Mitch",196,-5.55769230769231
"Brown, Nathan",196,1.47008547008547
"Cameron, Jeremy",196,-13.2923076923077
"Cloke, Travis",196,2.44859813084112
"Finlayson, Jeremy",196,-1.33333333333333
"Henderson, Lachie",196,4.61739130434783
"Kennedy, Josh J",196,17.3153846153846
"Macreadie, Harrison",196,-27.625
"McCarthy, Pat",196,-15
"McDonald, Oscar",196,8.29508196721311
"McGovern, Jeremy",196,15.5392156862745
"McKernan, Shaun",196,-5.42222222222222
"Mohr, Tim",196,-52.375
"Reid, Ben",196,-0.213483146067416
"Reid, Sam",196,24.1443298969072
"Roberts, Fletcher",196,-5.85714285714286
"Schofield, Will",196,15.0169491525424
"Sellar, James",196,-43.1739130434783
"Smith, Tanner",196,-2.75
"Staker, Brent",196,-14.8571428571429
"Tarrant, Robbie",196,4.01709401709402
"Taylor, Sam",196,35.375
"White, Jesse",196,5.78378378378378
"White, Spencer",196,-52.5
"Brooksby, Keegan",197,-47.4285714285714
"Bruce, Josh",197,-21.1648351648352
"Butcher, John",197,-0.518518518518518
"Close, Michael",197,-34.037037037037
"Davis, Phil",197,-8.984
"Dawson, Zac",197,9.74157303370787
"Day, Sam",197,-19.0485436893204
"Elton, Todd",197,-5.2
"Goddard, Hugh",197,-40
"Gumbleton, Scott",197,-20.4615384615385
"Hall, Josh",197,-15.5714285714286
"Hansen, Lachlan",197,6.41666666666667
"Hooker, Cale",197,-0.142857142857143
"Keath, Alex",197,18
"Kerr, Pat",197,-56
"Koschitzke, Justin",197,11.7916666666667
"Lonergan, Tom",197,15.5373134328358
"Mackenzie, Eric",197,11.0555555555556
"McKeever, Niall",197,-24.8333333333333
"Mumford, Shane",197,15.8108108108108
"Nash, Conor",197,-8
"Petrie, Drew",197,7.49624060150376
"Petty, Harry",197,-2
"Ratugolea, Esava",197,20.25
"Ryder, Paddy",197,16.7169811320755
"Ryder, Patrick",197,3.94642857142857
"Schade, Henry",197,-29.0714285714286
"Talia, Daniel",197,16.4903225806452
"Tippett, Joel",197,0.142857142857143
"Trengove, Jackson",197,1.1875
"Walker, Josh",197,-11.5945945945946
"Young, Lewis",197,7.44444444444444
"Blicavs, Mark",198,15.3787878787879
"Bradley, Kepler",198,20.7647058823529
"Brand, Kaiden",198,4.78947368421053
"Crossley, Brayden",198,-39.4
"Durdin, Sam",198,-17.5555555555556
"Fletcher, Dustin",198,5.75471698113208
"Hammelmann, Matthew",198,-55.5
"Hartley, Michael",198,-12.0243902439024
"Hawkins, Tom",198,15.5197368421053
"Himmelberg, Elliott",198,104
"Jamar, Mark",198,-40.8
"Jones, Liam",198,-23.9195402298851
"Larkey, Nick",198,-40.5
"Leslie, Jack",198,-41.1428571428571
"Lewis, Mitch",198,-35.5
"Marshall, Todd",198,27.4
"McInnes, Fraser",198,20.3571428571429
"Mitchell, Luke",198,-15
"Patton, Jonathon",198,-2.26966292134831
"Skinner, Sam",198,-68
"Stewart, James",198,0.111111111111111
"Williams, Tom",198,-15.4166666666667
"Buzza, Wylie",199,29.5555555555556
"Chol, Mabior",199,-113
"Franklin, Lance",199,23.5810810810811
"Freeman, Jonathan",199,-37.7142857142857
"Grimley, Sam",199,3.28571428571429
"Howard, Dougal",199,10.3666666666667
"Hudson, Ben",199,-8.72
"Lynch, Tom J",199,-21.6694915254237
"Martin, Stefan",199,-29.0740740740741
"Michael, Sam",199,-31.2
"Minson, Will",199,-17.2763157894737
"Nankervis, Toby",199,19.1186440677966
"OhAilpin, Setanta",199,-70.625
"Rowe, Sam",199,-22.4444444444444
"Schache, Josh",199,-39
"Seaby, Mark",199,10.4
"Taberner, Matthew",199,-9.54838709677419
"West, Trent",199,-2.12
"Abbott, Ryan",200,77.3333333333333
"Apeness, Michael",200,-6.83333333333333
"Boyd, Tom",200,-1.31147540983607
"Brown, Ben",200,5.31313131313131
"Campbell, Tom",200,-10.4285714285714
"Clark, Mitch",200,-36.125
"Daniher, Joe",200,-14.53
"Derickx, Tom",200,23.9333333333333
"Dixon, Charlie",200,-2.46551724137931
"Eagles, Matt",200,4.25
"Fitzpatrick, Jack",200,-39.72
"Frampton, Billy",200,-22
"Gault, Corey",200,4.16666666666667
"Gorringe, Daniel",200,-20.5263157894737
"Griffiths, Ben",200,3.59259259259259
"Hannath, Jack",200,11.15
"Jacobs, Sam",200,15.675
"Jenkins, Josh",200,15.0220588235294
"Jolly, Darren",200,5.48275862068965
"Kreuzer, Matthew",200,-14.1333333333333
"Lobbe, Matthew",200,1.35294117647059
"Maric, Ivan",200,10.0625
"McEvoy, Ben",200,10.3358208955224
"McKay, Harry",200,-44.0666666666667
"Pearce, Alex",200,-17.7857142857143
"Renouf, Brent",200,-4.9375
"Roughead, Jordan",200,-11.5371900826446
"Sinclair, Callum",200,21.6896551724138
"Stanley, Rhys",200,-0.537735849056604
"Stephenson, Orren",200,14.4
"Stewart, Daniel",200,-20.6153846153846
"Thompson, Rory",200,-16.3263157894737
"Vardy, Nathan",200,12.9787234042553
"Vickery, Ty",200,4.1625
"Westhoff, Justin",200,6.86792452830189
"Andrews, Harris",201,-31.9736842105263
"Bellchambers, Tom",201,2.37209302325581
"Brogan, Dean",201,-57.3684210526316
"Carlisle, Jake",201,-5.1140350877193
"Casboult, Levi",201,-16.6730769230769
"Currie, Daniel",201,-35.6
"Darcy, Sean",201,-38.9333333333333
"De Koning, Tom",201,-60.5
"Downie, Tom",201,-4.22222222222222
"Giles, Jonathan",201,-51.7301587301587
"Goldstein, Todd",201,5.18181818181818
"Graham, Angus",201,-2
"Griffin, Jonathon",201,-6.6734693877551
"Hale, David",201,36.3636363636364
"Hampson, Shaun",201,-4.12962962962963
"Hickey, Tom",201,-24.0909090909091
"Marshall, Rowan",201,-25.6153846153846
"McKay, Ben",201,51
"Naitanui, Nic",201,20.9056603773585
"Phillips, Andrew",201,-39.1666666666667
"Pyke, Mike",201,24.6219512195122
"Fraser, Josh",202,-41
"Hille, David",202,0.307692307692308
"Leuenberger, Matthew",202,-26.5492957746479
"Longer, Billy",202,-21.9846153846154
"McBean, Liam",202,-8.6
"McCauley, Broc",202,-5.66666666666667
"OBrien, Reilly",202,105
"Pittonet, Marc",202,18.8
"Smith, Archie",202,-43.6666666666667
"Tippett, Kurt",202,22.9263157894737
"Clarke, Zac",203,7.9125
"Cox, Dean",203,9.25396825396825
"Grundy, Brodie",203,5.46728971962617
"Hipwood, Eric",203,-24.2115384615385
"Holmes, Jason",203,-25
"Jones, Scott",203,-27.4
"Lycett, Scott",203,11.3835616438356
"McIntosh, Hamish",203,4.23076923076923
"Moore, Darcy",203,-4.16666666666667
"Nicholls, Tom",203,-15.9318181818182
"Pierce, Lewis",203,-9.5
"Spencer, Jake",203,-32.4333333333333
"Wright, Peter",203,-29.4081632653061
"Cameron, Darcy",204,-24
"Ceglar, Jonathon",204,22.344262295082
"Cordy, Ayce",204,-15.56
"Keeffe, Lachlan",204,0.976744186046512
"McInerney, Oscar",204,-4.625
"Moller, Craig",204,-71
"Soldo, Ivan",204,20.5
"Wood, Cameron",204,-15.7666666666667
"English, Tim",205,-16.5555555555556
"Naismith, Sam",205,23.4642857142857
"Redden, Jarrad",205,-14
"Bailey, Max",206,34.4285714285714
"Lowden, Luke",206,44
"Preuss, Braydon",206,-26.875
"Smith, Zac",206,-3.17391304347826
"Warnock, Robert",206,-7.77142857142857
"Lobb, Rory",207,12.4324324324324
"Gawn, Max",208,-6.79787234042553
"Witts, Jarrod",209,-17.2875
"Simpson, Dawson",210,15.2777777777778
"Cox, Mason",211,7.86046511627907
"Sandilands, Aaron",211,9.29166666666667
